tweet,class
وجعتكو التويتة اللي فاتت يا إخوان معلهش تيجي فين دي جنب وجع أمهات الجندي وجيكا وكل اللي إتقتلوا في عهدكم وتحت ظل كذب رئيسكم مخلف الوعود,neg
' والله انتى اسمك جواهر ونتى جواهر ',pos
الرئيس مد التأسيسية شهرين خلافا لاستفتاء مارس والآن نائب الرئيس يقول أنه أُجبر على الدعوة للاستفتاء في 15 يوم التزاما به! احترموا عقولنا!,neu
حين يصبح مصطفى بكري شبه متحدث باسم المجلس العسكري ، اعلم أن هناك الكثير يجب عمله، حتى تنجح,neu
' _ليه تلمح على واحد من بعيد وتشتم فيه ما تعملوا منشن وعرفه يمكن يغير من نفسو بدل ما تتريق عليه ',neg
علاء الأسواني يروى عن شباب الثورة: إذا لم نعرف من أين ينفق الإخوان والسلفيون فلا شرعية لأى انتخابات >>,neg
' ياللهول #prt ',neg
#يوسف_الحسيني هدف الإخوان في 19نوفمبر الوصول لميدان التحرير والسيطرة عليه #السادة_المحترمون …,pos
7_ أنا نشرت توضيح لفيديو تم إستغلاله بشكل واطي مش معنى إن الأمن مفتري يبقى كل اللي بيقولوه الإخوان صح,neu
م اظن فيه انسان مسلم يرتضي سفك الدما ! #خليجيون_ضد_الدماء #مجزرة_رابعة_العدوية,neg
#الداخلية_بلطجية #تعذيب المهندسة داليا رضوان تم الاعتداء عليها بالضرب الخميس الماضي في أحد الكمائن بالعجمي وتم,neg
الأسئلة التي هربنا منها أيام المجلس العسكري لا زالت تطاردنا وستظل إلى أن نواجهها ونجيب عليها,neu
' @SIWIE_7 @DoaaElSebaii دودو يا قمر كنتي منوره انهارده حبيبتي❤️ ',pos
في عهد مرسي تم قتل 134 مواطنا واعتقال 3400 مواطن مورس عليهم تعذيب بشع وهناك عشرون حالة اغتصاب للرجال لماذا لم تعترض امريكا على حليفها مرسي,neg
على فكرة الخطاب ماكانش طائفيو هو بيتكلم عن الاخوان كجماعة سياسية تستخدم الدين على حد قوله في لاغراضها،الطائفية لما يهاجم دين,neu
' @asmaaadesaleh اومال ضاكتورة ايه بقى يا حسرة *مسم* ',neg
في مثل هذا اليوم 29 اغسطس استشهد البطل عملاق الفكر الاسلامي #سيد_قطب بعد ان اعتقله عبد الناصر وقتله ظلما …,pos
' @mosarqah ههههههه ربي يسعدك ',pos
7د فأجدت أحيانا، وأخطات أحيانا ودوما ما اعترفت بالأخطاء وسعيت إلى تصويبها كما في حالة قانون العزل السياسي الذي اتسم بعدم الدستورية,neu
من أعذب مفردات #الحياة وأجملها هو #اعطاء العذر لغياب البعض ! [[ لان سيد #البشر تحدث عن #التماس العذر ]] ، صلوات الله ع…,pos
' لا تعليق اطلاقا يعنى .. ',neu
شكرًا تويتر !,pos
من لايعرف أمه إلا يوما في #السنة فهو عاق لها ومن يصلها ويهديها ويبرها #كل_يوم فلا معنى لـ #عيد_الأم عنده فعيد الأم مناسبة للعا…,neu
بالفيديو | الجوهري : مصنع أسمنت تيتان اعتداء على حق مواطني وادي القمر في الحياة ##كفاية #اوقفوا_الفحم,neg
كيف تختار البطيخة الحلوة و الجيدة😘 #غرد_بمعلومة #غرد_بصورة,pos
""": فيديو: الإخوان #كاذبون_بسم_الدين """,neg
' أيها الزمان .. ما أثقل وزنك على ظهورنا وأكتافنا .. فكلما كبرنا نحن .. ثقلتَ أنت ! وكلما حملناك .. انحنينا كثيراً ! ',neg
' الخير جاي http://t.co/gwwiqCDyll ',pos
' @tola_adnan و انا بحبك في الله يا أختي :D ',pos
اللهم لك الحمد حتى ترضى ولك الحمد اذا رضيت ولك الحمد بعد الرضا,pos
' @kinzyamr المهم كننزي ما تتهربيش مش عشان زهقتك مني ع الانستجرام ماتسلميليش ع مينا وتبقي حبيبتي وصحبتي اوي لو خلتيه يمضيلي اوتوجراف بأسمي ',pos
سلام اناابنة استاذايمن شويقي أوصاني أبي بان أوصلكم رسالته وهو بخير وصحته جيدة ومعنوياته مرتفعة ويشكر كل من سأل عنه ويبشرك…,neu
"اسكندرية تحذير هام جداً جداً وصلتنا رسالة تحذير بخصوص حالة ""ثبيت وسرقة""",neg
ان ينزل لواء من مكتبه ليقاتل العصابات الارهابية وسط جنوده فيستشهد دليل على شجاعته وتفانيه في حماية بلده رحم الله الشهيد اللواء نبيل فراج,pos
' _مهما بلغت بك اﻵحزان ·· وتعددت في قلبك الهموم تذكر فقط آن الحياه لحظه  لا تقاس سعادتها إلا ·· بذكر الله واﻹقتراب منه · ',neu
' @moo1000g العقل السليم .في القلب السليم ',neu
#برنامجي_المفضل #3 #أوسكار,pos
' سأنتظرك مهما طال بي الزمان  فأنى رفعت يدى داعيا باسمك              والله  لا يرد اليد المرفوعة اليه  بالدعاء اليه خائبه ابدااا ..&amp; ',pos
العبيد فى اعلام العار لم ينطق بعد تصريح ايهاب رمزى ان الاقباط سيقاطعون انتخابات البرلمان ويصوتون لا للدستور اذا,neg
هو الاحتلال عبارة عن ايه؟ دبابات طيارات مجنزرات اعتقالات حظر طوارئ قتلإلخ تبقى ثورة دي ولا احتلال؟؟ احتلال ا…,neu
مش متخيل أن ف حد ممكن يدعي ع ابوه او امه مهما كانوا خنقيين او عصبيين بس لﻷسف في #بر_الوالدين ياوﻻد الجزمه,neg
' أصابك عشقا ',neu
#سوريا_فى_القلب الله ينصركم يارب ويشفي صدوركم,pos
' @Amani207 @mezo83 ابكانى كمدا  ..وقهرا ',neg
' @Mais_Momani @aliQatawneh20 ههههههههههههههههههههه عحبتني سطر النمل ',pos
' حزن حزن ',neg
' علماء: الأرق يسبب آلام الظهر   للمزيد   http://t.co/LJCcJxlxU9 http://t.co/ML5Js5lJMQ ',neu
"ننتظركم في ندوة التوقيع الأولى لـ""نادي السيارات"" لدكتورعلاء الأسواني بدار الأوبرا المصرية الجمعة القادمة بإذن الله >>",pos
عزيزى حامل عصا المقشا ومرتدى الخوذة البلاستيك فى اشارة رابعةانت الأمل فى التغطية على هروب بهوات الجماعةليكن شعارك هروب …,neu
' إجتماع طارئ لمجلس إدارة نادي الزمالك . http://t.co/mFaIHaqEQ0 ',neu
' الهدف من الترند اننا نعرف الناس اللي متعرفش مينا هو مين وننشر حساباتو يلا نعمل كدة مش نعمل تويت كلام بس بليز #MinaAttaOnDreamTwo  مينا عطا ',neu
' @RanaHashem77 @emanelkhatib1  الله يخرب بيتك يامرسي ',neg
' @samar_dm صباح الفل ',pos
#حاجات_بتفرح_في_مصر لمة رمضان,pos
بعد سقوط كل هؤلاء الشهداء ومشهد الرجل المسحول الازال مرسي محتفظا بوضوئه هل تصح صلاته وهل يتقبلها الله وهي مغموسة بالدم سؤال للفقهاء,neu
' @SomaSamasemo1 @AhmedSamy012 اه و الله انا المفروض ادخل  موسوعة جينيس عشان استحملته و الله ',neg
آمين من هنا للعشر الأواخر أنا في ديك الساعة يا جميل انت عارف محبتي واعجابي,pos
:) #مصطفى_حسني ^__^,pos
' أ ش ا:استشهاد عريف شرطة وإصابة آخر إثر قيام مجهولين يستقلان دراجة بخارية باطلاق النار عليهما بميدان سفنكس بالمهندسين #CBCeXtra ',neu
الشاات بااايظ ليه يا #مارك -_-,neg
غالياني وين صفقاتك حق اول يوم كنت تجيب لاعبين من مدريد وبرشلونه و و و تكفى ارجع مثل اول ضبطنا #ميلان,neu
' @AShohdy67 لو امطرت السماء حرية سيفتح العبيد الشمسية ',neg
الاعلان الدستوري ناقص : من هو القائد الأعلي؟ما هي سلطات الرئيس في وجود خطر حال حقه في حل البرلمان وحق البرلمان في سحب الثقة من الحكومة الخ,neg
المصري اليوم| السفير حسام القاويش، المتحدث باسم #مجلس_الوزراء، للإعلامية #جيهان_منصور في برنامج #صباح_التحرير:,pos
#مبارك راجل كويس واﻻخوان اعدااااالم على طول الخط,neu
أَسْتَغْفِرُ اللَّهَ الَّذِي لا إِلَه إِلا هُوَ الْحَيُّ الْقَيُّومُ وَأَتُوبُ إِلَيْه #غرد_بذكر_الله,pos
"' ""والناس بقت غريبة أكتر من ما كان \"""" وائل جسار \"""" متخيل ...! :D '",neu
"#احداث_من_الذاكرة مبارك يستنجد بالبلاطجة، عنوان من صحيفة الجمهورية الصادرة من مدينة تعز ""ويبدو العنوان خطأ"" #بكفي_حصار #اضبطوا_شركاء_المخلوع",neg
' @Ticker_TwiPress تسلم :) ',pos
' @Mansour_Mortada حرااااااام الظلم التحكيمي الفاجر ده ',neg
' عندما يتذكر المؤمن أن الأمر كُله لله وأن حياته تجري عليها أقدار الله واختياره له.. فحتما سيطمئن قلبه. ',pos
الأسواني: الدم سوف يعلق بيد كل من يشترك في هذه الانتخابات الباطلة فلنقاطع الانتخابات وننضم الى,neg
#مصر_العربية |#عاجل| إبطال مفعول #عبوة_ناسفة بـ #شمال_سيناء,neu
د علاء الأسواني: ماذا يريد أنصار الأخوان من اسكندر طوس ؟! >> أقرأ المقال كاملاً على هذا الرابط : … …,pos
' إبداع أحلام http://t.co/C7v0t65Heb ',pos
كيف لمرشدٍ تفوَّه للغنمِ بماءٍ تعلو على المرسي هل القائد يدلدل القدم دون أن يمتطي الكرسي تباً للصمت هلال الفشل ودمت أبيّ يا مصري,neg
' @sunuae178 برضو مش فاهم لول معلش مسطلة مع ديني ',neu
' #النادي الأهلي # دا فريق جبار  #زى الاعصار #ولعها نار ',pos
عمر سليمان قتل و تعذيب المصريين في مبني المخابرات بالوكالة عن أمريكا، و قتل إخواننا الفلسطينيين في غزة,neg
كثير منهم يقولون يعني مش غضبان لسب السيدة عائشة يعني انتو برضه هتزايدوا على سيدنا النبي الذي لم يفعل مافعلتموه من دناءة بمن أذاه في أهل بيته,neg
' زى الملايكه اما تشوفها .. وردايه تحلم تقطفها .. http://t.co/sFUwknYGBq ',pos
قفلو الفراعين صادرو الدستور منعو صفحة محاسبة الرئيس من الاهرام بس الحمدلله الثورة نجحت وسقطنا شفيق,neu
إياكم و المكر السيئ - معنى هام جداً نحتاجه فى هذه الأيام,neu
' بيبقي كل.واحد مستني الكلمة من التاني فمحدش.بيقولها فبتفرقهم.الايام ... ',neg
' خسسسسسسااره علي طلععع  #ZDRSEDK4 ',neg
بعد الغدر والخيانة اللى شفناها ومن الاخر اللى هنشوفه لابس بدلة #شرطة هيرجع لامه ملفوف في بدلته #ثورة_اسلامية,neg
' @3abdo_Sala7 ابو صلاح ',neu
' عرفت اللي فيها عنيه بآن عاليها إنو يا قلبي ما حبنيش .. حجات عشنا فيها وعشمنا بيها وأخرتها ايه طلعت مفيش . ',neg
أخص بالشكر د محمد البلتاجى الذى المت به أزمة صحية لجهوده فى تجميع الصف الوطنى لتأسيسية الدستور وأسألكم الدعاء لرجل وطنى بحق,pos
' @Ematchoo انا ديموقراطى ✋ ',neu
' @Jalmuhammadi الله يسمح دروبك ',neu
#اعرفوهم #انقلاب_مصر #يسقط_حكم_العسكر #الداخلية_بلطجية #الحرية لمعاذ إبراهيم محمد حسين 18سنة طالب #القاهرة عين شمس …,neg
' #المصري_اليوم | مفتي #السعودية: الاحتفال بالمولد النبوي بدعة.. و #داعش  و #القاعدة  فرق ضالة http://t.co/x5uTGk0j7A http://t.co/iOx1tOqlHD ',neu
شاركوا معانافى الهاشتاج ده #محبي_حازم_عبدالعظيم_ضد_الخونه عايزينه تريند #ريتويت #جيش_تويتر #سأنتخب_السيسي #باسم_طلع_حرامى #ا…,neu
' #بتمنى_ب2015 نعرف قيمة بلدنا ',pos
أقول للشتامين مشكلتكم ليست مع الكتاب والإعلاميين بل مع جيل ثائر خذلتموه وخنتموه ثم أصبحتم تحملون دمهوأختم كلامي بقول المرشد ماذنب النباتات؟,neg
' عندى احساس قوى ان فيه حياه تانية غير اللى احنا عايشينها دى. ',neu
صورة بها رأيي | إن لم تحترم حق من تعارضه في إختلافه معك بحجة أنه فاشي، إحترس فإنك لا تقل عنه فاشية,neg
5 من لا يوافق الرئاسة على هذه الرؤية ويعارضها مكانه الوحيد في السجون وغياهبها!,neg
هناك حيوانات متحرشة و في المقابل جهود متطوعين لمقاومتهم و ناس نازلة و مش خايفة و ملايين ضد النظامتركيز الاخوان بس على التحرش قصر ديل,neu
الفهم المصري المتحضر للإسلام أسس له الامام محمد عبده عام 1899فانطلقت مصر العظيمة لتبدع في كل مجال حتى وصل إلينا الفكر الوهابي الرجعي المتطرف,neu
' تقام اليوم السبت و بعد المغرب وضمن المربع الذهبي لدوري شباب تبوك مباراة بين  شباب الصقوروشباب الوطني على ملعب مدينة الملك خالد ',neu
واضح ان بالنسبة لهم لحوم العلماء مسمومة الا لو كانت لحوم المفتي و شيخ الازهر,neg
' @NoorElwan  معناته أنا غبي خلص استسلمت ',neg
آهـٍ يا #نفسي أما آن لك أن تتوبي وترضخي أما آن لك أن تستسلمي وتقري فالحب و #المشاعر لم تخلق لك ولي أرجوك يانفسي يكفيني عذابا…,neu
شاهد - الرجل الثالث حمدين صباحي في آخر كلام #,neu
"' """"""أذا أردت أن تصمد للحياة ، فلا تأخذها على أنها مأساة .."""""""" '",neu
و جدير بالذكر ان الدب الروسى بيشجع جماعات مسلحه #بوتين طلع داعم للإرهاب #اوكرانيه #مصر,neg
' @BassoumaTiskat طب ما رولا كان المنتج انديمول كلوديا بتعتبر مسلسل وبتتحكم فى احداثه وقالتها مره هما ادونا حياتهم 4 شهور تحت تصرفنا ',neu
"بالمناسبة , صدفة بحتة ان يتم التفجير المزعوم بعد دقائق من وصول وفد امريكي من الكونجرس لبحث الاوضاع في #مصر …",neu
ان ينتزع رئيس منتخب صلاحياته القانونية من المجلس العسكري شيء وان يعطل الرئيس القانون ويلغي القضاء شيء اخريدهشني الا ترى الفرق,neu
سخرية القدر ان الاخوان بارهابهم حينجحوا #السيسي و الدولة بغباءها حتنجح #حمدين #مصر 6 #6ابريل,neu
"القرآن الكريم مُعَّلق في بيوتنا ولكن لم نشعر أننا هجرناه كما شعرنا أن #الواتساب_معلق ! آخر حالة ظهور للمصحف عند البعض""ر…",neu
"' ""بقيت بحس ان الايموشن دا \"""" :D\""""قليل الادب او بيدي ايحائات بكدا ! '",neg
ممكن تكون ضد مبارك ومرسي ممكن تكون مع مبارك ممكن تكون مع مرسي ،، بس الاكيد كلنا لازم نكون مع المساواة والعدل أما…,neu
' وعيش حياتك من غيرى وعيب عليا وهتها فيا ',neg
' كويس لي جي ضي شويه على اقل نشحن كروستي االكهرباية باش منقعدش في حوش في مكان واحد وين يهرب ضي اشعر بي احباط شديد وين يهرب ضي لفتره طويله ',neg
شبح اضطرابات عشية التصديق على عشرات الإعدامات | الأخبار #مصر #القاهرة #محمد…,pos
' مازال جاريدو بيجرب ',neu
' مش من حقك تعرف ...يا حبيبي ! ',neg
القرداتي لو كان إخوان والقرد بتاعه مات الجماعة بتجيب له قرد إستبن (من المعصرة عدد اليوم),neg
' @AliEngmohammed8 للاسف ماعندي علم ',neg
الإرهاب خطر عالمي اعتاد أن يستوطن في مناطق تغيب عنها هيبة وسلطة الدولة ويحولها لملاذ له خلايا القاعدة وتيارات عنفية مختلفة ليست بعيدة عنا,neg
' @a7tajk199 ﺑﻌﻴﺪ ﺍﻟﺴﻮ ﻋﻠﻴﻚ ﻣﻦ ﺍﻟﻜﺴﺮ ',pos
' للأبد بكذب وبحكي بكره بصحى الصبح بكير بدرس ',neg
' ممكن اكون الوحيد المستفاد من 2014 عشان لسبب بسيط جربت فيها كل الحرمات و ريحت دماغي من كل حاجه كان عندي فضول لها ',pos
خُلقت مبرءاً من كل عيبٍ ،، كأنك قد خُلقت كما تشاء #سيدنا_النبي,pos
"' """"""@BuriedDiva @HookaHandle @YasmineBarey @Serahlisation هيطول بسرعة لما اقصيه، انتي حلوة"""""""" '",pos
' @youm7 ايد ه تقيله معلش ',neg
"و في النهاية ذهب النشطاء والاشتراكيين والعلمانيين و الكفرة الي غزةوظل الاخوان يهتفون في الازهر ""رايحين شهداء بالملايين""",neu
وتتوالى الإبداعات في العالم العربي #اﻷم_المثالية في مصر #سمير_جعجع رئيساً للبنان #والعرص_ابن_العرص مرشح للرئاسة,neg
الكائنات الفضائيه كانوا مفكرين واحد قلع شرابه بس أنا قلتلهم ان ده احتفال #شم_النسيم #منظم_رحلات_المريخ,neu
عظيم نجاح أجهزة الدولة وبالتعاون مع أهل سيناء في إطلاق سراح الجنود المختطفين دون إراقة للدماء، هذه إدارة أزمة ناجحة ينبغي الإشادة بها,pos
' @Miiilav @NF62 القرأنيه واضحه وخاصه في قوله وهو على جمعهم اذا شاء قدير اي وجود حياه اخرى ',neu
' #الوطن   15 دائرة انتخابية تتنافس على 25 مقعدا في محافظة #البحيرة http://t.co/8sTP5u9bED ',neu
' ما إنت ياما غلطت كتيرر ',neg
بعد قليل ننشر لكم فيديو من ندوة دعلاء الأسواني من ساقية الصاوي بتاريخ 14-6-2012 ويوضح موقف دالأسواني من انتخابات الإعادة الأدمن,neg
' @yasmology اشهد ان لااله الا الله ',neu
#الوطن | رئيس المجلس المصري للشؤون الخارجية يغادر إلى #نيويورك #مصر #اخبار,neu
' يا رب اشفى كل مريض قولو امين ',neu
' @Mohammad_Cha كل سنه وانت طيب يا طيب بنحبك يا شاهين  1/1/2014 عقبال مليون سنه صحه وسعاده وهنا http://t.co/nRiQAkuEg1 ',pos
' @Dr_NihayaAabed  بس متنكريش انه خنيق :( ',neg
"' ""عيوبنا مش بنخبيها\""""\""""\""""\""""غلاططنه و بنفتخر بيه مش مكسوفين ولاندمنين عيشت الحرام سايقين فيها.! '",neg
' @3imad_3imad @arwamostafa211 @Staracarabia_10 رائع وعصرى وانيق ولايق على الملكة ',pos
ربنا يخليك ليا !,pos
' Happy Birthday Qaddura -: http://t.co/yJZBJFoDyx @KareemQaddura  بنهديك هالفيديو بمناسبة عيد ميﻻدك :) ',pos
متعودتش اشوف ف الناس غير الجمال #حمزة_نمرة,pos
إبراهيم عيسى قلم شجاع وضمير يقظ وعلامة بارزة فى تاريخ المهنة تحية له ولفريق الدستور وستبقى حرية الصحافة فى مصر ثمرة مستحقة لنضال الصحفيين,pos
#محمود_سعد اعلامي قذر بعد اذاعة فيديو خيانة #حمدين قال لم اسمعه جيدا ولم يعلق عليه لانه ليس اعلامي بل افاق ومن…,neg
' @TamanSafia بسم الله ماشاء الله رينا يحفظه ',pos
جريمة الأهرام,neg
' @AboelZeeeek علي مبارك ابن ميتين الكلب ',neg
"تقول ""صلي ع النبي"" و أجدعها خناقة تنفض #",pos
"' ""\"""" ﷽  ﴿ قُلْ هُوَ اللَّهُ أَحَدٌ ۝ اللَّهُ الصَّمَدُ ۝ لَمْ يَلِدْ وَلَمْ يُولَدْ ۝ وَلَمْ يَكُنْ لَهُ كُفُوًا أَحَدٌ ۝” '",neu
شهداء الاخوان دمهم عزيزنطلب لهم الرحمة لكن الاخوان هم الذين اعتدوا وضربوا وسحلوا وعذبوا البناتيا إخوان لا تتاجروا بالشهداء فتزدادون سقوطا,neu
كن شريفاً امينا ً لا لأن الناس يستحقون الشرف والأمانة بل لأنك انت لا تستحق الضعة والخيانة #عباس العقاد,neu
بعد الاسرار التى قرر الادلاء بها فى مذكراته مطلوب حماية سامى عنان من نفسه ومن ضباع النظام,neu
انتهيت من أداء العمرة فإنه منظر عظيم أن تجد الملايين يستغيث ون بالله تعالى يا رب انصرنا و احفظ بلادنا و افتح,pos
' دلق القهوة خييييير ',pos
المجلس الانتقالي الليبي يكرم قناة ''اون تي في'' الفضائية المصرية، باعتبارها أفضل قناة فى تغطية أحداث ليبيا #25 #,pos
' @youm7 لو شافوا الهلع والرعب ف العيون وع الوجوه والجري والصرخات رجاله وشباب وستات في قلب مصر الجديدة ليلتها كانوا طالبوا باعدام المجرمين ',neg
' @Mony_Minawya9 خلاص مهو دخل .. افكسو مالهاشتاج ده ونكتب هاشتاج ترحيب بيه فتويتر ',neu
من يريد السفر سيعرف الفارق بين حكم مرسي وزمن العسكر، مفيش دولارات في البنوك ومتقدرش تسحب من حسابك المصرى الا اقل القليل,neu
' @MohamedHassanC7 وعليك قبلنا يانجم النجوم ياعندليب الحب والاحساس ',pos
نصائح مهمة ورائعة لقروبات الواتس اب انشروها #رتويت #واتساب #السعودية #الكويت #قطر #درر,pos
ماعندي شي اسمه احترمني انا اكبر منك عندي شي اسمه تحترمني احترمك غير كذا جب #الحكومة,pos
#أشاهد_الآن #أوتار_القلوب على شاهدنت عبر,neg
' #AhmedGamal_On_CBC_Sat11pm مصر اللى عايشين من خيرها ',pos
' #LaithAbuJoda صور لليث لما كان في مصر ..  ليث أبو جودة http://t.co/awALwZCYYO ',neu
الله من نزع ملكم لغدركم وليس السيسي الله من أذهب حكمكم لعدم إخلاصكم الله من إستبدلكم لأنكم خنتم الأمانة ووليتم من لا…,neu
#ذكرى وأحلى ذكرى أول واقفة فى #التالتة_شمال #07 #الأهلي,pos
#طرب_تايم #ذكرى ياحبيبي وينك انت وين انا الكمان خرررررافي,pos
' الحب لما يتحاول لحب فطره زى متكون بتحب اهلك و مهما عملوا بتسامح عشان الناس دى من لحمك و دمك مفيش بعده حب يقارن او يتزايد عليه :) ',neu
' @Amalshurrab1 حبيبتي ان شاء الله السنة الجاي علينا جميعا على المستوى الشخصي والعام ويارب تهدّي الأمور عندكو بكفّيكو انتو شعب تستحقوا الحياه ',pos
' و انتهى مشوار الخواجة ',neg
#هذي_مصر العمود الفقري للوطن العربي,pos
معرض الكتاب عبارة عن شباب كاشخين مسوين مثقفين وبنات كاشخات مسويات فيها مثقفات بينما الأول يبي الثاني والثاني يبي توقيع الكاتب #…,neu
# الفيلم دا كان لازم ياخد #الاوسكار بجد,pos
' دوول الخليج بتتالق فى الكورة واحنا لسة مفيش جمهور ...احا يابلد ',neg
' خير يعني لما اصحي علي اوكا و اورتيجا #دلع_بنات ',pos
انا بكره الصبح مسافر ،مدايق وفرحان واحد يقولى الاتنين اقوله اه #افكار_ع_المخده,neu
' #محمد_ابراهيم مش خاين مش خابن وبيكره الاهلي مش حصدق استحاله #زمالك ',pos
#احمد_شفيق سيرته بتجيب ارتيكاريا لناس كتير بس محبوب من الأغلبية اجدد الدعوة له للترشح للانتخابات,neu
' Prt ااااه والله بكره كده اووى  بنات منفسنه :S  اكرهينى بس متعمليش نفسك بتحبينى ',neg
صح وعارف انه لا بكاء على دم الارهابي اومن يمارس عملا عدائيا تجاه الوطن او اقترف عملا من اعمال العدو ومصريتنا ليس رقم قومي وحسب,neu
' اللهم زد وَبَارِكْ  http://t.co/bABFe2qnvb ',pos
#اوعى_تنسى طوابير السيسي و اخونه المقابر و زرع فى مل عائله جرح عميق لسه فاكر و انت نسيت؟؟,neg
' @Wld_3z_ اللهم أنى أسالك قلب خاشعا وعلما نافعا ولسان زاكرا وجسدا على البلاء صابرا ',neu
' ياه اوحش حاجه انك تظن فى حاجه وتنسى ان بعد الظن اثم ',neg
' @ToOoTaZ شيرين يحيي مع لميس الحديدي ',neu
' @khalednegm @014_safy نعم يا ريس لكن الكثير من الناس سوف يستغل هذا اللفظ خطأ لاننا صرفنا ارباح هذه الاموال للعملاء طوال هذه الفتره. ',neg
أدعو المجتمع السكندري لإعادة أكشاك النبي دانيال وحماية بائعيه وعدم التفريط في تراث اسكندرية من أجل محافظ مصاب بالحول الفكري وخلل الأولويات,neg
لا لازدواجية المعايير عند نبذ العنف، لا لتبرير العنف بالسياسة أو أهدافها أو اختلافاتها، لا للإقتتال الأهلي عبر دوائر العنف والعنف المضاد,neg
' البلد ده اقصها استك وتبقى لباس كبييييير بيضم طياز اكبر .. #دماغات :3 ',neg
' لا تستمع إلى نداء المنهزمين ',pos
' لا حياتي هي حياتي.. ولا قلبي اصبح قلب ',neu
"قرار جمهوري بتعيين رئيس الجمهورية أصدق من انتخابات ""تعبيرية"" مقصور حق الترشح فيها على خمسة أفراد لنقاطع هذا العبث كفانا خداع للشعب",neu
مشكلة من يقفون في الوسط محاولين الانتقاد دون تعصب والثناء دون تزلف هي أنهم الأكثر عٌرضة للهجوم ممّن هم مؤيدون ومعارضون على طول الخط,neu
' اللهم أغننا بحلالك عن حرامك وبفضلك عمن سواك ',pos
' والسنين بتنسي اللي ميتنسيش ',neu
' انام و لا لأ ؟؟؟؟ اختارو ',neu
يوم ما #السيسى هيكسب الانتخابات هعملها بروفايل واقوله #ارحل,neg
' @Zeidey @Dsherif2015 حسبى الله ونعم الوكيل فيك سيسى ',neg
أنعي إلى كل مصري وكل عربي المناضل زكريا محي الدين الثائر ورجل الدولة من حجز مكانه في أنصع صفحات تاريخنا المعاصر، رحمه الله وألهمنا الصبر,pos
مازالت أمامنا فرصة لإثبات فقدان هذا المجلس للشرعية: العمل من أجل استقالة نواب المعارضة والمستقلين مصداقيتنا في أفعالنا,neu
اخلاء سبيل قتلة الأربع بنات بتوع المنصورة، عجبا ! يفرج عن متهم في جريمة قتل بكفالة، ويعتقل غيره بدون جريرة,neg
#اكشن_يا_دوري #النصر_الاهلي النصر سوّى شي ماينتسوّى فاز وتصدر رغم كل الصعوبات لكن موتوا ياجماهير حوّى مع #النصر هيهات هي…,neu
"' ""بسالوا الناس كيف امتحان اليوم؟ بجيك واحد عرص \"""" رسبت على علامتين\"""" يفضح عرضك انت الثاني صرت عارف '",neg
كيف تتشدق بهذا الدستور؟,neu
' @dabous1 معلش الله يقويك ويحميك ',neu
#مظهر_شاهين: ماشوفناش وش واحد من مشايخ #السلفيين في #ثورة_يناير لأنهم مايقدروش يقفوا على المنصة,neg
' @mhader464 #ShereenYehia  يا بنتى فيديو الانستجرام واكتبى معانا فى التاج شيرين يحيى مع لميس الحديدي ',neu
مش كده برضه حيث كده خد دي لحد ما أشوفك على خيرصباح الفل,pos
' ان أحبك زاى مايقول قلبى عشان انتى بدمى http://t.co/0DP10ZxGav ',pos
' البارحه تاريخ والمستقبل مجهول ..........اما اليوم فموجود ولهذا يسمى الحاضر ',neu
"#الوطن| ""#الخارجية"" تدين الاعتداءات #الإسرائيلية على المصلين في المسجد الأقصى",neg
' ربنا ينتقم من كل ظالم #معتقلي_الاتحادية ',neg
بعض الناس سيرفضون اى تصرف من الرئيس مرسي حتى لو كان صائبا خصومتنا السياسية اذا تحولت لعداوة تعمينا سأساند الحق كما اراه حتى ولو كنت وحدي,neu
حبي لاشعآر البدر فاقت الحدود #اعتراف,pos
أتقدم بخالص التهنئة إلى الإخوة الأقباط بمناسبة عيد الميلاد المجيد أعاده الله على مصر بالأمن والرخاء,pos
هل ادرك الحقراء الحقيقة؟ اوباما واعوانه خالفوا الدستور الاميركى وتم صرف المساعدات العسكرية لمصر رغم الانقلاب,neg
' اوقات بيعدي في يومك لحظات تبه نفسك تعملها pause وتعدها كل شويه ',neu
' لما تيجى للفاينل بحس انى فيا حاجه غلط  فين اللى هعوض فيه ده ',neg
إلي المجلس العسكري ووزارة الداخلية : أوقفوا القتل وسفك الدماء فورا الدم المصري خط أحمر,neu
جميل : ان يكتشفوا حسن نوايك تجاههم بعد ظنهم السيئ وعجيب:انت تكتشف سود نواياهم وانت تعتقد انها بيضاء #بقلمي #يوسف,neu
' @Tota_Mee @r5oka @SamaRagab ههههههههههه كل دول عيالى اصﻻﻻﻻﻻﻻ :D ',neu
لأننى احب مصر والثورة فانا افضل ان يصل خصومي السياسيون الى الحكم عن طريق انتخابات نزيهة عن ان يحكم انصاري السياسيون بدعم من الاستبداد,neu
لما تقول لأنسان بسيط كلمه حلوه تسعده #خلق_جميل,pos
"' """"""أحمد حلمي إنسان جميل جداً، عبقري، أسطورة في نفسه كده."""""""" '",pos
يابوب ارجع محتاجينك بجد #ارجع_يا_بوب,pos
' @Esraaism هابي نيو يير بقى وسنه سعيده علينا جميعا ان شاء الله ✋ ',pos
' انا الدولة بتاعتى اسمها زمالك ',pos
من تكريم الله للمرأة أن خصها بالذكر في كتابه وجعلها أول من سَعى،وأول من أسلم،وأول شهيدة وكلها أولويات رفعت من قدرها و شأنها,pos
