tweet,class
العقل السليم في القلب السليم,neu
برنامجي المفضل أوسكار,pos
سأنتظرك مهما طال بي الزمان فإني رفعت يدي داعيا باسمك والله لا يرد اليد المرفوعة إليه بالدعاء إليه خائبة أبدا,pos
العبيد في إعلام العار لم ينطق بعد تصريح إيهاب رمزي أن الأقباط سيقاطعون انتخابات البرلمان ويصوتون لا للدستور إذا,neg
هو الاحتلال عبارة عن ماذا دبابات طيارات مجنزرات اعتقالات حظر طوارئ قتلإلخ تبقى ثورة هذه ولا احتلال احتلال ا,neu
غير متخيل أن ف حد ممكن يدعى على أبوه أو أمة مهما كانوا خنقيين أو عصبيين فقط ل ﻷ سف في بر الوالدين ياو ﻻ د الجزمة,neg
أصابك عشقا,neu
سوريا في القلب الله ينصركم يارب ويشفى صدوركم,pos
ابكانى كمدا وقهرا,neg
هه عجبتني سطر النمل,pos
حزن حزن,neg
علماء الأرق يسبب آلام الظهر للمزيد,neu
ننتظركم في ندوة التوقيع الأولى لنادي السيارات لدكتور علاء الأسواني بدار الأوبرا المصرية الجمعة القادمة بإذن الله,pos
عزيزي حامل عصا المقشا وارتدى الخوذة البلاستيك في إشارة رابعة أنت الأمل في التغطية على هروب بهوات الجماعة ليكن شعارك هروب,neu
اجتماع طارئ لمجلس إدارة نادي الزمالك,neu
الهدف من الترند أننا نعرف الناس الذين متعرفش مينا هو من وننشر حساباتو هيا نعمل هكذا غير نعمل تويت كلام فقط لو سمحتم مينا عطا,neu
الله يخرب بيتك يا مرسي,neg
صباح الفل,pos
حاجات بتفرح في مصر لمة رمضان,pos
بعد سقوط كل هؤلاء الشهداء ومشهد الرجل المسؤول لازال مرسي محتفظا بوضوئه هل تصح صلاته وهل يتقبلها الله وهي مغموسة بالدم سؤال للفقهاء,neu
آه والله أنا المفروض أدخل موسوعة جينيس من أجل استحملته والله,neg
أمين من هنا للعشر الأواخر أنا في ديك الساعة يا جميل أنت عارف محبتي وإعجابي,pos
مصطفى حسني,pos
أ ش استشهاد عريف شرطة وإصابة آخر إثر قيام مجهولين يستقلان دراجة بخارية بإطلاق النار عليهما بميدان سفنكس بالمهندسين,neu
الشات باايظ لماذا يا مارك حزين,neg
غالياني وين صفقاتك حق أول يوم كنت تجيب لاعبين من مدريد وبرشلونة و و وتكفي أرجع مثل أول ضبطنا ميلان,neu
لو أمطرت السماء حرية سيفتح العبيد الشمسية,neg
الإعلان الدستوري ناقص من هو القائد الأعليما هي سلطات الرئيس في وجود خطر حال حقه في حل البرلمان وحق البرلمان في سحب الثقة من الحكومة إلخ,neg
المصري اليومقلب السفير حسام الشاويش المتحدث باسم مجلس الوزراء للإعلامية جيهان منصور في برنامج صباح التحرير,pos
مبارك رجل حسن وا ﻻ خوان اعداالم على طول الخط,neu
أستغفر الله الذي لا إله إلا هو الحي القيوم وأتوب إليه غرد بذكر الله,pos
والناس بقت غريبة أكثر من ما كان وائل جسار متخيل,neu
أحداث من الذاكرة مبارك يستنجد بالبلاطجة عنوان من صحيفة الجمهورية الصادرة من مدينة تعز ويبدو العنوان خطأ بكفي حصار اضبطوا شركاء المخلوع,neg
تسلم,pos
حرام الظلم التحكيمي الفاجر هذا,neg
عندما يتذكر المؤمن أن الأمر كله لله وأن حياته تجري عليها أقدار الله واختياره له فحتما سيطمئن قلبه,pos
الأسواني الدم سوف يعلق بيد كل من يشترك في هذه الانتخابات الباطلة فلنقاطع الانتخابات وننضم إلى,neg
مصر العربية قلبعاجلقلب إبطال مفعول عبوة ناسفة ب شمال سيناء,neu
د علاء الأسواني ماذا يريد أنصار الإخوان من إسكندر طوس أقرأ المقال كاملا على هذا الرابط,pos
إبداع أحلام,pos
كيف لمرشد تفوه للغنم بماء تعلو على المرسى هل القائد يدلل القدم دون أن يمتطي الكرسي تبا للصمت هلال الفشل ودمت أبي يا مصري,neg
أيضا غير فاهم لول معذرة مسألة مع ديني,neu
النادي الأهلي هذا فريق جبار مثل الإعصار ولعها نار,pos
عمر سليمان قتل وتعذيب المصريين في مبنى المخابرات بالوكالة عن أمريكا وقتل إخواننا الفلسطينيين في غزة,neg
كثير منهم يقولون يعني غير غضبان لسب السيدة عائشة يعني أنتو أيضا تزايدوا على سيدنا النبي الذي لم يفعل ما فعلتموه من دناءة بمن أذاه في أهل بيته,neg
مثل الملايكه أما تشوفها وردايه تحلم تقطفها,pos
قفلوا الفراعين صادروا الدستور منعوا صفحة محاسبة الرئيس من الأهرام فقط الحمد لله الثورة نجحت وسقطنا شفيق,neu
إياكم والمكر السيئ معنى هام جدا نحتاجه في هذه الأيام,neu
بيبقى كلواحد مستني الكلمة من التاني فمحدشبيقولها فبتفرقهمالايام,neg
خسسااره على طلع,neg
بعد الغدر والخيانة التي شفناها ومن الآخر التي هنشوفه لابس بدلة شرطة هيرجع لأمة ملفوف في بدلته ثورة إسلامية,neg
أبو صلاح,neu
عرفت التي فيها عنيه بأن عاليها إنه يا قلبي ما حنيش حجات عشنا فيها وعشنا بها وأخرتها ماذا,neg
أخص بالشكر د محمد البلتاجي الذي ألمت به أزمة صحية لجهوده في تجميع الصف الوطني لتأسيسية الدستور وأسألكم الدعاء لرجل وطني بحق,pos
أنا ديموقراطي,neu
الله يسمح دروبك,neu
يعرفوهم انقلاب مصر يسقط حكم العسكر الداخلية بلطجية الحرية لمعاذ إبراهيم محمد حسين سنة طالب القاهرة عين شمس,neg
المصري اليوم قلب مفتي السعودية الاحتفال بالمولد النبوي بدعة وداع والقاعدة فرق ضالة,neu
شاركوا معانافى الهاشتاج هذا محبي حازم عبد العظيم ضد الخونة عايزينه تريند ريتويت جيش تويتر سأنتخب السيسي باسم طلع حراميا,neu
بتمنى ب نعرف قيمة بلدنا,pos
أقول للشتامين مشكلتكم ليست مع الكتاب والإعلاميين بل مع جيل ثائر بذلتموه وخنتموه ثم أصبحتم تحملون دمهوأختم كلامي بقول المرشد ما ذنب النباتات,neg
عندي إحساس قوى أن فيه حياة أخرى غير التي نحن عايشينها هذه,neu
صورة بها رأيي قلب إن لم تحترم حق من تعارضه في اختلافه معك بحجة أنه فاشي احترس فإنك لا تقل عنه فاشية,neg
من لا يوافق الرئاسة على هذه الرؤية ويعارضها مكانه الوحيد في السجون وغياهبها,neg
هناك حيوانات متحرشة وفي المقابل جهود متطوعين لمقاومتهم وناس نازلة ومش خايفة وملايين ضد النظامتركيز الإخوان فقط على التحرش قصر ديل,neu
الفهم المصري المتحضر للإسلام أسس له الإمام محمد عبده عام فانطلقت مصر العظيمة لتبدع في كل مجال حتى وصل إلينا الفكر الوهابي الرجعي المتطرف,neu
تقام اليوم السبت وبعد المغرب وضمن المربع الذهبي لدوري شباب تبوك مباراة بين شباب الصقور وشباب الوطني على ملعب مدينة الملك خالد,neu
واضح أن بالنسبة لهم لحوم العلماء مسمومة إلا لو كانت لحوم المفتي وشيخ الأزهر,neg
معناته أنا غبي خلص استسلمت,neg
آه يا نفسي أما أن لك أن توبي وترضخي أما أن لك أن تستسلمي وتقري فالحب والمشاعر لم تخلق لك ولي أرجوك يا نفسي يكفيني عذابا,neu
شاهد الرجل الثالث حمدين صباحي في آخر كلام,neu
إذا أردت أن تصمد للحياة فلا تأخذها على أنها مأساة,neu
وجدير بالذكر أن الدب الروسي بيشجع جماعات مسلحة بوتين طلع داعم للإرهاب اوكرانيه مصر,neg
طب ما رولا كان المنتج انديمول كلوديا بتعتبر مسلسل وبتتحكم في أحداثه وقالتها مرة هما ادونا حياتهم شهور تحت تصرفنا,neu
بالمناسبة صدفة بحتة أن يتم التفجير المزعوم بعد دقائق من وصول وفد أمريكي من الكونجرس لبحث الأوضاع في مصر,neu
إن ينتزع رئيس منتخب صلاحياته القانونية من المجلس العسكري شيء وأن يعطل الرئيس القانون ويلغي القضاء شيء اخريدهشني ألا ترى الفرق,neu
سخرية القدر أن الإخوان بإرهابهم حينجحوا السيسي والدولة بغبائها حتنجح حمدين مصر أبريل,neu
القرآن الكريم معلق في بيوتنا ولكن لم نشعر أننا هجرناه كما شعرنا أن الواتساب معلق آخر حالة ظهور للمصحف عند البعض,neu
بقيت بحس إن الايموشن هذا قليل الأدب أو بيدي إيحاءات بكدا,neg
ممكن تكون ضد مبارك ومرسي ممكن تكون مع مبارك ممكن تكون مع مرسي فقط الأكيد كلنا لازم نكون مع المساواة والعدل أما,neu
وعيش حياتك من غيري وعيب عليا وهتها فيا,neg
حسن لي جي ضي بعض على أقل نشحن كروستي االكهرباية باش منقعدش في حوش في مكان واحد وين يهرب ضي أشعر بي إحباط شديد وين يهرب ضي لفترة طويلة,neg
شبح اضطرابات عشية التصديق على عشرات الإعدامات قلب الأخبار مصر القاهرة محمد,pos
مازال جاريدو بيجرب,neu
غير من حقك تعرف يا حبيبي,neg
القرداغي لو كان إخوان والقرد بتاعه مات الجماعة بتجيب له قرد استبن من المعصرة عدد اليوم,neg
للأسف ما عندي علم,neg
الإرهاب خطر عالمي اعتاد أن يستوطن في مناطق تغيب عنها هيبة وسلطة الدولة ويحولها لملاذ له خلايا القاعدة وتيارات عنفية مختلفة ليست بعيدة عنا,neg
ﺑ ﻌ ﻴ ﺪ ﺍ ﻟ ﺴ ﻮ ﻋ ﻠ ﻴ ﻚ ﻣ ﻦ ﺍ ﻟ ﻜ ﺴ ﺮ,pos
للأبد بكذب وبحكي بكرة بصحي الصبح بكير بدرس,neg
ممكن أكون الوحيد المستفاد من من أجل لسبب بسيط جربت فيها كل الحرمات وريحت دماغي من كل حاجة كان عندي فضول لها,pos
خلقت مبرئا من كل عيب كأنك قد خلقت كما تشاء سيدنا النبي,pos
هيطول بسرعة لما أقصيه أنت حلوة,pos
أيد ه تقيله معذرة,neg
وفي النهاية ذهب النشطاء والاشتراكيين والعلمانيين والكفرة إلى غزة وظل الإخوان يهتفون في الأزهر رايحين شهداء بالملايين,neu
وتتوالى الإبداعات في العالم العربي ا ﻷ م المثالية في مصر سمير جعجع رئيسا للبنان والعرب ابن العرص مرشح للرئاسة,neg
الكائنات الفضائية كانوا مفكرين واحد قلع شرابه فقط أنا قلتلهم أن هذا احتفال شم النسيم منظم رحلات المريخ,neu
عظيم نجاح أجهزة الدولة وبالتعاون مع أهل سيناء في إطلاق سراح الجنود المختطفين دون إراقة للدماء هذه إدارة أزمة ناجحة ينبغي الإشادة بها,pos
القرآنية واضحة وخاصة في قوله وهو على جمعهم إذا شاء قدير أي وجود حياة أخرى,neu
الوطن دائرة انتخابية تتنافس على مقعدا في محافظة البحيرة,neu
ما أنت ياما غلطت كثير,neg
بعد قليل ننشر لكم فيديو من ندوة علاء الأسواني من ساقية الصاوي بتاريخ ويوضح موقف الأسواني من انتخابات الإعادة الأدمن,neg
أشهد أن لله إلا الله,neu
الوطن قلب رئيس المجلس المصري للشؤون الخارجية يغادر إلى نيويورك مصر أخبار,neu
يا رب أشفى كل مريض قولوا أمين,neu
كل سنة وأنت طيب يا طيب بنحبك يا شاهين عقبال مليون سنة صحة وسعادة وهنا,pos
فقط متنكرين أنه خنيق,neg
عيوبنا غير بنخبيهاغلاططنه وبنفتخر بيه غير مكسوفين ولاندمنين عيشت الحرام سايقين فيها,neg
رائع وعصري وأنيق ولايق على الملكة,pos
ربنا يخليك ليا,pos
بنهديك الفيديو بمناسبة عيد مي ﻻ دك,pos
متعودتش أرى ف الناس غير الجمال حمزة نمرة,pos
إبراهيم عيسى قلم شجاع وضمير يقظ وعلامة بارزة في تاريخ المهنة تحية له ولفريق الدستور وستبقى حرية الصحافة في مصر ثمرة مستحقة لنضال الصحفيين,pos
محمود سعد إعلامي قذر بعد إذاعة فيديو خيانة حمدين قال لم أسمعه جيدا ولم يعلق عليه لأنه ليس إعلامي بل آفاق ومن,neg
بسم الله ما شاء الله رينا يحفظه,pos
جريمة الأهرام,neg
على مبارك ابن ميتين الكلب,neg
تقول صلى على النبي وأجدعها خناقة تنفض,pos
قل هو الله أحد الله الصمد لم يلد ولم يولد ولم يكن له كفوا أحد,neu
شهداء الإخوان دمهم عزيزنطلب لهم الرحمة لكن الإخوان هم الذين اعتدوا وضربوا وسحلوا وعذبوا البناتيا إخوان لا تتاجروا بالشهداء فتزدادون سقوطا,neu
كن شريفا أمينا لا لأن الناس يستحقون الشرف والأمانة بل لأنك أنت لا تستحق الضعة والخيانة عباس العقاد,neu
بعد الأسرار التي قرر الإدلاء بها في مذكراته مطلوب حماية سامي عنان من نفسه ومن ضباع النظام,neu
انتهيت من أداء العمرة فإنه منظر عظيم أن تجد الملايين يستغيث ون بالله تعالى يا رب انصرنا وأحفظ بلادنا وأفتح,pos
دلق القهوة خير,pos
المجلس الانتقالي الليبي يكرم قناة أون تي في الفضائية المصرية باعتبارها أفضل قناة في تغطية أحداث ليبيا,pos
لو شافوا الهلع والرعب ف العيون وع الوجوه والجري والصرخات رجاله وشباب وستات في قلب مصر الجديدة ليلتها كانوا طالبوا بإعدام المجرمين,neg
انتهى مهو دخل افكسو مالهاشتاج هذا ونكتب هاشتاج ترحيب بيه فتويتر,neu
من يريد السفر سيعرف الفارق بين حكم مرسي وزمن null null دولارات في البنوك ومتقدرش تسحب من حسابك المصري إلا,neu
وعليك قبلنا يا نجم النجوم يا عندليب الحب والإحساس,pos
نصائح مهمة ورائعة لقروبات الواتس آب نشروها رويت واتساب السعودية الكويت قطر درر,pos
ما عندي شي اسمه احترمني أنا أكبر منك عندي شي اسمه تحترمني أحترمك غير كذا جب الحكومة,pos
أشاهد الآن أوتار القلوب على شاهدنت عبر,neg
مصر التي عايشين من خيرها,pos
صور لليث لما كان في مصر ليث أبو جودة,neu
الله من نزع ملكم لغدركم وليس السيسي الله من أذهب حكمكم لعدم إخلاصكم الله من إستبدلكم لأنكم خنتم الأمانة وليتم من لا,neu
ذكرى وأحلى ذكرى أول واقفة في التالتة شمال الأهلي,pos
طرب تايم ذكرى يا حبيبي وينك أنت وين أنا الكمان خرافي,pos
الحب لما بتحاول لحب فطرة مثل متكون بتحب أهلك ومهما عملوا بتسامح من أجل الناس هذه من لحمك null null بعده حب يقارن أو,neu
حبيبتي إن شاء الله السنة الجاي علينا جميعا على المستوى الشخصي والعام ويا رب تهدي الأمور عندكو بكفيكو أنتو شعب تستحقوا الحياة,pos
وانتهى مشوار الخواجة,neg
هذي مصر العمود الفقري للوطن العربي,pos
معرض الكتاب عبارة عن شباب كاشفين مسوين مثقفين وبنات كاشفات مسويات فيها مثقفات بينما الأول يبي الثاني والثاني يبي توقيع الكاتب,neu
الفيلم هذا كان لازم يأخذ الأوسكار بجد,pos
دول الخليج بتتعلق في الكورة ونحن حتى null null جمهور إحا,neg
خير يعني لما اصحي على أوكا واورتيجا دلع بنات,pos
أنا بكرة الصبح مسافر مضايق وفرحان واحد يقولي الاتنين أقوله آه أفكار على المخدة,neu
محمد إبراهيم غير خاين غير خابن وبيكره الأهلي غير حصدق استحالة زمالك,pos
أحمد شفيق سيرته بتجيب أرتيكاريا لناس كثير فقط محبوب من الأغلبية أجد الدعوة له للترشح للانتخابات,neu
آه والله بكرة هكذا آوى بنات منفسنه اكرهينى فقط متعمليش نفسك بتحبينى,neg
صح وعارف أنه لا بكاء على دم الإرهابي أومن يمارس عملا عدائيا تجاه الوطن أو اقترف عملا من أعمال العدو ومصريتنا ليس رقم قومي وحسب,neu
اللهم زد وبارك,pos
اوعي تنسى طوابير السيسي واخونه المقابر وزرع في مل عائلة جرح عميق حتى الآن فاكر وأنت نسيت,neg
اللهم إني أسألك قلب خاشعا وعلما نافعا ولسان ذاكرا وجسدا على البلاء صابرا,neu
ياه أوحش حاجة أنك تظن في حاجة وتنسى أن بعد الظن إثم,neg
شيرين يحيى مع لميس الحديدي,neu
نعم يا ريس لكن الكثير من الناس سوف يستغل هذا اللفظ خطأ لأننا صرفنا أرباح هذه الأموال للعملاء طوال هذه الفترة,neg
أدعو المجتمع السكندري لإعادة أكشاك النبي دانيال وحماية بائعيه وعدم التفريط في تراث إسكندرية من أجل محافظ مصاب بالحول الفكري وخلل الأولويات,neg
لا لازدواجية المعايير عند نبذ العنف لا لتبرير العنف بالسياسة أو أهدافها أو اختلافاتها لا للاقتتال الأهلي عبر دوائر العنف والعنف المضاد,neg
البلد هذا أقصها استك وتبقى لباس كبير بيضم طياز أكبر دماغات,neg
لا تستمع إلى نداء المنهزمين,pos
لا حياتي هي حياتي ولا قلبي أصبح قلب,neu
قرار جمهوري بتعيين رئيس الجمهورية أصدق من انتخابات تعبيرية مقصور حق الترشح فيها على خمسة أفراد لنقاطع هذا العبث كفانا خداع للشعب,neu
مشكلة من يقفون في الوسط محاولين الانتقاد دون تعصب والثناء دون تزلف هي أنهم الأكثر عرضة للهجوم ممن هم مؤيدون ومعارضون على طول الخط,neu
اللهم أغننا بحلالك عن حرامك وبفضلك عمن سواك,pos
والسنين بتنسى التي ميتنسيش,neu
أنام ولا لا اختاروا,neu
يوم ما السيسي هيكسب الانتخابات هعملها بروفايل وأقوله ارحل,neg
حسبي الله ونعم الوكيل فيك سيسي,neg
أنعي إلى كل مصري وكل عربي المناضل زكريا محي الدين الثائر ورجل الدولة من حجز مكانه في أنصع صفحات تاريخنا المعاصر رحمه الله وألهمنا الصبر,pos
مازالت أمامنا فرصة لإثبات فقدان هذا المجلس للشرعية العمل من أجل استقالة نواب المعارضة والمستقلين مصداقيتنا في أفعالنا,neu
إخلاء سبيل قتلة الأربع بنات بتوع المنصورة عجبا يفرج عن متهم في جريمة قتل بكفالة ويعتقل غيره بدون جريرة,neg
أكشن يا دوري النصر الأهلي النصر سوى شي ماينتسوى فاز وتصدر رغم كل الصعوبات لكن موتوا ياجماهير حوى مع النصر هيهات هي,neu
بسالوا الناس كيف امتحان اليوم بجيك واحد عرص رسبت على علامتين يفضح عرضك أنت الثاني صرت عارف,neg
كيف تتشدق بهذا الدستور,neu
معذرة الله يقويك ويحميك,neu
مظهر شاهين ما شوفناش وش واحد من مشايخ السلفيين في ثورة يناير لأنهم ما يقدروش يقفوا على المنصة,neg
يا بنتي فيديو الانستجرام واكتبي معانا في التاج شيرين يحيى مع لميس الحديدي,neu
وليس هكذا أيضا حيث هكذا خد هذه لحد ما أشوفك على خيرصباح الفل,pos
إن أحبك زاي ما يقول قلبي من أجل أنت بدمي,pos
البارحة تاريخ والمستقبل مجهول أما اليوم فموجود ولهذا يسمى الحاضر,neu
الوطنقلب الخارجية تدين الاعتداءات الإسرائيلية على المصلين في المسجد الأقصى,neg
ربنا ينتقم من كل ظالم معتقلي الاتحادية,neg
بعض الناس سيرفضون أي تصرف من الرئيس مرسي حتى لو كان صائبا خصومتنا السياسية إذا تحولت لعداوة تعمينا سأساند الحق كما أراه حتى ولو كنت وحدي,neu
حبي لإشعار البدر فاقت الحدود اعتراف,pos
أتقدم بخالص التهنئة إلى الإخوة الأقباط بمناسبة عيد الميلاد المجيد إعادة الله على مصر بالأمن والرخاء,pos
هل أدرك الحقراء الحقيقة أوباما وأعوانه خالفوا الدستور الأميركي وتم صرف المساعدات العسكرية لمصر رغم الانقلاب,neg
أوقات بيعدي في يومك لحظات تبه نفسك تعملها وتعدها كل بعض,neu
لما تيجي للفاينل بحس أني فيا حاجة غلط أين التي هعوض فيه هذا,neg
إلى المجلس العسكري ووزارة الداخلية أوقفوا القتل وسفك الدماء فورا الدم المصري خط أحمر,neu
جميل أن يكتشفوا حسن نوايك تجاههم بعد ظنهم السيئ وعجيبانت تكتشف سود نواياهم وأنت تعتقد أنها بيضاء بقلمي يوسف,neu
هه كل دول عيالي أص ﻻ ﻻ,neu
لأنني أحب مصر والثورة فأنا أفضل أن يصل خصومي السياسيون إلى الحكم عن طريق انتخابات نزيهة عن أن يحكم أنصاري السياسيون بدعم من الاستبداد,neu
لما تقول لإنسان بسيط كلمة حلوة تسعده خلق جميل,pos
أحمد حلمي إنسان جميل جدا عبقري أسطورة في نفسه هكذا,pos
يا بوب أرجع محتاجينك بجد أرجع يا بوب,pos
هابي نيو ير بقى وسنة سعيدة علينا جميعا إن شاء الله,pos
أنا الدولة بتاعتي اسمها زمالك,pos
من تكريم الله للمرأة أن خصها بالذكر في كتابه وجعلها أول من سعىوأول من أسلموأول شهيدة وكلها أولويات رفعت من قدرها وشأنها,pos
في يوم الأرض المجد كل المجد لمن يقاوم بامعائهه الخاوية سامر العيساوي,pos
من الطبيعي أن تتناثر الاتهامات والتشنيعات والشتائم والرصاصات في كل اتجاه إذا كان رأس الدولة عاجزا عن اتخاذ القرار,neg
حاجة تزعل بجد,neg
رحم الله الأستاذ سلامة أحمد سلامة قلم الضمير والإنسانية والتسامح وحب المساواة تعلمت من كتاباته ومنه الكثير ستفتقده مصر في لحظة صعبة,pos
موت بغيضك السيسي رئيسك يعني هل يعقل أن ينتخب الشعب المصري رئيس يقول عن جيشه العظيم وشهدائه عسكر,neu
ميلانو وليس ميلان سعيد,neu
فيلم أخرجته انجولينا جولي يتصدر شباك التذاكر معاذ الكساسبة,neu
ذقن الولد فتنة قلب,pos
هاهاها لما انتقد سياسة أوباما فيه أمريكان محترمين بيردوا وبيعبروا أنهم غير معه أما الإخوان ومن يدعمهم فهم الذين بيهاجموا كلامي غير مصدق,neu
لا شي جديد سوى أن أعمارنا تزيد ولا زلنا في حق ربنا مقصرين,neg
أسماء شهداء الثورة المجد للشهداء ريتويت كثير جدا بقى,pos
أنا شيء مزعج في الحياة فلا تقتربوا يا ملائيكه,neg
تجنى قوى يا فرسه هيا تعالى خاص,pos
وزير التموين الدعم لا يصل لمستحقيه وعودة المجمعات الاستهلاكية قبل رمضان قلب لمزيد من التفاصيل على الرابط,pos
أعظم شباب هما الذين بيحرسوا الداخلية الآن ضد الداخلية وقراراتها ولسه بيدرسوها أيضا عاش,pos
قصة كفاح حقيقية لشاب مصري من محافظة الفيوم رغم إعاقته تحدي كل الظروف محمد الكيلاني محمود حميدة أثناء طفولته,pos
وأنا وعهد الله مبيكي,pos
غير ممكن تكون صدفة أول مرة نسرق إشارة بث أول مرة نخسر في أفريقيا أول مرة ناس تفرح لخسارة فريقها,neu
هل ألمانيا اشترطت على مرسي ما يقعدش عندها أكثر من يوم من أجل طاقة شبكة مقاومة الكوارث ماتستحملش أكثر من هكذا,neg
عماد متعب قلب الضابط وجه لي شتائم وتهزئ آخر قلة أدب وأنا معروف لو واحد غلبان ماذا التي هيحصل معه يعني,neg
لساها ثورة يناير حتى الآن الشعب المصري ثائر,neu
عزيزي إبراهيم محلب تغطية عجز الموازنة بزيادة الأسعار سياسة المسؤول الفاشل قليل الحيلة,neg
اليوم السابع قلب الببلاوي ووزير الأوقاف ومستشار المشيخة يصلون الكاتدرائية للتهنئة أخبار مصر اليوم السابع,pos
إلا أولادي وأمهم وإلا شرفي الشخصي والمهني أنا مقتنع بالقانون الذي أصدره مجلس الشعب ولن ترهبني مثل هذه الحملات,neu
شموسه شنو أحلى أغنية عجبت من ألبوم شيرين,neg
الصدقة تمحو خطاياك قال صلى الله عليه وسلم الصدقة تطفئ الخطيئة كما يطفئ الماء النار,neu
مشاهد مؤلمة لاستمرار الجيش المصري في تفجير منازل أهالي رفح شمال سيناء حسبنا الله ونعم الوكيل,neg
تشيلسي هو الزعيم,pos
تخيل أنك تتشاجر في الشارع أنت تضرب خصمك وهو يضربك ثم يظهر شخص لكي يفرق بينكما لكنك تكتشف أنه يمسك ليمكن خصمك منك هذا ما يحدث في مصر الآن,neg
صباح الخير عليك يا مصر يا حلوة ولابسة جديد إن شاء الله هيكون أحسن يوم في التي فات وكل التي جاي أحلى,pos
نفسي مرة واحدة أرى الريتويت قد الفيفوريت نفسي يارب يسمعوا الكلام شيرين يحيى,neu
الحمد لله على التأهل لدور المجموعات با لكونفدرالية ومن فوز لفوز إن شاء الله يا أهلي عمرو جمال يشعر ب حالة ممتازة,pos
هل هذا يرضي ربنا مقال اليوم إذا المك ما فيه بادر إلى رد فعل للإنصاف ورفع الظلم ولو حتى بكلمة لكي لا ينالك وزر الصمت,neu
أنا هسمي ابني نايف من أجل أصحابه يحطوا عليه ويكرهوه,neg
من تدليس الإخوان قولهم إن مرسي المعزول ليس مسؤولا عن جرائم الشرطة التي تتبعه بنفس المنطق فإن مبارك ليس مسؤولا عن جرائم العادلي ألا تخجلون,neg
لا شي يعود كالسابق أحفظ هذه العبارة جيدا قبل أن تكسر شيئا جميلا,neu
بسرعة إلى من تبوك تجي,neu
ماهر زين ناس تشبهلنا سعيد,pos
الرقابة الصحية توفر نفقات الدواء والعلاج التي تعجز الحكومة عن تدبيرها لكل المصريين مقالي بالجمهورية السبت٢٧١٢,neu
كونوا على يقين أن هناك شيء ينتظركم بعد الصبر ليبهركم فينسيكم مرارة الألم والحزن والتضحيات,neu
إهداء إلى أمي الغالية,pos
هلا فبراير أليسا على روتانا مصرية الواحد كان مخنوق وفرش,pos
بلال فضل مفتقد مقالاتك جدا,pos
عمرو عبد الهادي المواطنين الشرفاء بتوع الداخلية مثل المحامين الشرفاء بتوع سامح عاشور وزي ا ﻻ علاميين الشرفاء بتوع نجيب ساويرس,neu
الانقلاب أعادنا إلى عام بعيدا عن الحريات الضائعة التخلف يزحف على كل القطاعات وبكره تشوفوا مصر,neg
الحقيقة مبتزعلش,pos
معرض الكتاب كتاب المشوق إلى القراءة وطلب العلم ل الشيخ,pos
كل ما كان يرفضه الإخوان من خطايا الحزب الوطني البرلمانية وإجرامه التشريعي أصبحوا يتبنونه الانمسخرة,neg
الله يوفقهم يا رب كلهم,pos
مصر تستجدي روسيا لإعادة السياح بكرة تشوفوا مصر,neg
استمعت للعمال لا حق في إنشاء نقابات مستقلة مليون بعقود مؤقتة استبعاد ألف مرشح من الاتخابات النقابية عدم وجود حد إنساني للأجور,neg
الأقصر مدينة خضراء,pos
السيرة الذاتية للرئيس محمد مرسي في موقع ويكيبديا مصر انتخبوا العرص,neu
غم وهم يتجدد وعصابات سامة تنخر غي عظام مجتمع عتيق ما ااسواما يحدث من نزيف الفتل اليومي قي شوارع القاهرة من فنل جنودا,neg
أنت يابت حافظة غير فاهمة معندكيش غير الجرجير يابت خافي على نفسك نحن المصريين بردوا,neg
جامعة هلسنكيفينلنداتختار السادة المحترمون بفريق عمله كاملا البرنامج الأكثر مصداقية وحرفية في مصر وتم إدراج بحث عنه في دوريتها فلسطين,pos
خلق جميل تحترم أي أمرائه وماتجرحها لا بقول ولابعمل,pos
مصر تتجدد بها دماء الاستبداد بتشريعات مشبوهة وانتهاكات لحقوق الإنسان وقمع للمعارضين وتجريم للتظاهر السلمي وهو ليس بجريمة في المجتمع الحر,neu
تم تقسيم شعب مصر أخلاقيا أحرار وشرفاء ومتسامحون ومؤمنون مع الشرعية والعكس بالإضافة لجهلاء وأغبياء مع الانقلاب,neu
صباحي بنظرة عيونك غير قوم وغير لي صباحي,neu
الجو تلج ف الدور ٨,neu
طيب نفسي أعيش صح واشتغل صح وأكافح صح وأنجح صح وأفرح صح بقا بلد أصعب ما فيها الطموح,neu
أنا غير حارق دمى غير أن المدعو عدلي منصور مصدق نفسه إنه رئيس,neg
لا شهادة لفاسق,neg
عقبالنا,pos
اشتموا وقلوا أدبكم أيضا وكمان خلينا نتعرف على أخلاق الإخوان الإخوان جماعة إرهابية الإخوان قتلوا ماري وميادة الإخوان,neg
لقد هرمنا من أجل هذه اللحظة سنسقط يا موزة,neg
هو أنت اسمك ماذا,neu
هل السرب الذي تطيرخارجه قطر وسرب صلاح الدين وابن الخطاب وعليوهل ل دحلان وخلفان والأم المثاليةأجنحةهل ينبت للزواحف ريش ياقوماحسان,neu
وإذا كنت رجل ما تزعل إلا من رجل,neu
عصام سلطان يكتب قلب فاجعتان,neu
يا مسهل يارب,neu
لا اعترف بسفير يدين مواطنه قبل أن يجري تحقيق محايد وعادل لا تعرفه السعودية هذا سفير مبارك وليس سفير مصر أبدا,neg
